village,vlcode,block,district,area_m2,area_km2,centroid_x,centroid_y,area_exposure_score,coastal_exposure_score,coastal_exposure_category,exposure_method,exposure_data_quality,shoreline_distance_available,village_erosion_rate_available
Achinta,395631,Rajkanika,Kendrapara,608207.6110337204,0.6082076110337205,4684230.326922603,3662741.1514988136,0.03295516702635639,0.03295516702635639,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Domanda Kaema,395606,Rajkanika,Kendrapara,2491799.9623146127,2.4917999623146128,4679542.572449539,3665038.7428460964,0.13791630528694923,0.13791630528694923,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Nuagan,395608,Rajkanika,Kendrapara,4423605.130309795,4.423605130309795,4682686.412754898,3664215.017438809,0.2455640504015357,0.2455640504015357,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Upulei Dia,395681,Rajkanika,Kendrapara,1465689.5052666462,1.465689505266646,4693975.483145571,3661794.59875628,0.08073741438754005,0.08073741438754005,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Sanataila,395632,Rajkanika,Kendrapara,319573.62098635867,0.31957362098635866,4683545.859140251,3662663.362232077,0.01687135137725053,0.01687135137725053,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Nuagan,395686,Rajkanika,Kendrapara,1223037.602864992,1.223037602864992,4695667.218842239,3662694.998353869,0.06721590063757378,0.06721590063757378,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Durgaprasad,395801,Rajnagar,Kendrapara,866919.0202947458,0.8669190202947458,4699639.797121209,3663174.8305657976,0.04737157935600586,0.04737157935600586,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Ragadapatia,395800,Rajnagar,Kendrapara,419570.5439613364,0.4195705439613364,4699777.346150872,3663441.0836991337,0.022443571316916922,0.022443571316916922,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bankual,395799,Rajnagar,Kendrapara,1739909.8767582392,1.7399098767582393,4701380.775148276,3663808.661025062,0.09601804679530461,0.09601804679530461,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Dangamal,395766,Rajnagar,Kendrapara,1896765.8790368373,1.8967658790368374,4701271.639536747,3664522.6257450487,0.10475867718222033,0.10475867718222033,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Trilochanpur,395765,Rajnagar,Kendrapara,681192.9161164511,0.6811929161164512,4701273.9860239215,3665765.1878074184,0.037022193892636994,0.037022193892636994,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kamalpur,395764,Rajnagar,Kendrapara,549166.9397231713,0.5491669397231713,4700763.35789785,3665364.9881966836,0.029665189733652553,0.029665189733652553,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Badhadia,395763,Rajnagar,Kendrapara,507129.17103646614,0.5071291710364662,4700271.70097767,3664645.8091504336,0.02732268072511279,0.02732268072511279,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Laxmiprasad Dia,395687,Rajkanika,Kendrapara,571826.9206112198,0.5718269206112199,4695790.148442696,3663541.9067548276,0.030927892560702934,0.030927892560702934,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Asoka Dia,395688,Rajkanika,Kendrapara,327664.53484311694,0.3276645348431169,4696732.010702455,3662064.820865347,0.017322208765472694,0.017322208765472694,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kanhupur,396072,Rajnagar,Kendrapara,848649.8289132881,0.8486498289132881,4707954.120820067,3651131.990654556,0.04635354850596848,0.04635354850596848,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Banipal,396067,Rajnagar,Kendrapara,1546271.76303935,1.54627176303935,4712878.853678849,3661598.9624199513,0.08522777319244805,0.08522777319244805,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Rangani,395797,Rajnagar,Kendrapara,1924431.2428558688,1.9244312428558688,4707662.683588034,3661584.311754353,0.10630029953743127,0.10630029953743127,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Narayanpur,395796,Rajnagar,Kendrapara,1072073.3899749566,1.0720733899749566,4707666.871410323,3660329.301611429,0.05880358381606125,0.05880358381606125,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Udyan,395784,Rajnagar,Kendrapara,1484581.8857902794,1.4845818857902793,4712740.041745071,3664463.4701234256,0.08179017177576385,0.08179017177576385,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Paramanandapur,395880,Rajnagar,Kendrapara,164638.33349081472,0.16463833349081472,4705340.862071422,3649017.133786825,0.00823775073579232,0.00823775073579232,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Mohanpur,395879,Rajnagar,Kendrapara,208505.4322102838,0.20850543221028378,4705721.988705609,3649457.8790032547,0.01068219717382027,0.01068219717382027,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Govindapur,395878,Rajnagar,Kendrapara,993368.9748054147,0.9933689748054146,4706377.939589444,3650060.8747676234,0.05441786575094395,0.05441786575094395,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Dalei Sahi,395785,Rajnagar,Kendrapara,1476264.9646063736,1.4762649646063735,4712740.491746327,3663001.0335202045,0.08132672037467234,0.08132672037467234,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Ananta Keshari,395782,Rajnagar,Kendrapara,1162478.8562253385,1.1624788562253385,4713751.582245351,3663079.32875456,0.0638413302457316,0.0638413302457316,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Ahirajpur,396063,Rajnagar,Kendrapara,1283482.714869862,1.283482714869862,4714697.518392258,3663062.038955775,0.07058413886279583,0.07058413886279583,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Sir Rajendrapur,396065,Rajnagar,Kendrapara,1838515.123735089,1.8385151237350892,4713889.586313812,3661506.9590172507,0.10151271710128613,0.10151271710128613,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Rabindrapalli,396070,Rajnagar,Kendrapara,1778124.6725078695,1.7781246725078697,4708760.024675209,3653212.955044274,0.098147524788539,0.098147524788539,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Krishnanagar,395770,Rajnagar,Kendrapara,1491472.8234583903,1.4914728234583903,4704185.512633346,3665275.7403815244,0.08217416179400526,0.08217416179400526,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Khas Munda,395783,Rajnagar,Kendrapara,1049511.8601081157,1.0495118601081157,4713507.351368617,3664541.5655050464,0.05754636706525335,0.05754636706525335,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Sailendra Sarai,395781,Rajnagar,Kendrapara,1100909.5985212366,1.1009095985212365,4714262.81951428,3664369.773168387,0.06041045022220224,0.06041045022220224,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bhanja Prasad,395778,Rajnagar,Kendrapara,748489.8267995394,0.7484898267995393,4712503.48286551,3666267.720072557,0.04077224115839223,0.04077224115839223,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Dantiapada,396071,Rajnagar,Kendrapara,2683686.774650805,2.683686774650805,4707469.325855199,3652221.360604269,0.14860898952210624,0.14860898952210624,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Keruapal,395786,Rajnagar,Kendrapara,1647072.9620220433,1.6470729620220432,4711890.376069996,3661460.029301284,0.09084481053922915,0.09084481053922915,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bagapatia Uttar,395827,Rajnagar,Kendrapara,1482738.3934246472,1.4827383934246472,4703618.788609461,3655423.9892420685,0.08168744516565637,0.08168744516565637,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Sourendrapur,395793,Rajnagar,Kendrapara,1630752.937136093,1.630752937136093,4709635.70898799,3662399.6832506484,0.08993539487542818,0.08993539487542818,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Pravati,396064,Rajnagar,Kendrapara,2094380.0709948258,2.0943800709948257,4714926.692576762,3661461.8769598417,0.11577051342707065,0.11577051342707065,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Harina Pokhari,395795,Rajnagar,Kendrapara,1266393.1885981709,1.266393188598171,4708701.415263973,3662129.43670407,0.06963184356992569,0.06963184356992569,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Magarkanda,395833,Rajnagar,Kendrapara,2562864.4741920396,2.5628644741920397,4706062.131319525,3652893.279784947,0.14187629803777763,0.14187629803777763,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Satavaya,396069,Rajnagar,Kendrapara,1680172.6195558258,1.6801726195558258,4709765.767980062,3652454.721276344,0.09268925301024422,0.09268925301024422,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Manjulapalli,396066,Rajnagar,Kendrapara,1463720.1970173323,1.4637201970173324,4711889.14745837,3664308.2717815796,0.080627676823946,0.080627676823946,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Barahipur,396068,Rajnagar,Kendrapara,1018048.0292999164,1.0180480292999163,4710081.87821059,3653094.796527719,0.055793079262071554,0.055793079262071554,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bagapatia,395834,Rajnagar,Kendrapara,1359533.8901266905,1.3595338901266905,4702575.575969761,3654349.9076534384,0.07482200801510168,0.07482200801510168,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Amarabati,395790,Rajnagar,Kendrapara,1667911.407625093,1.667911407625093,4710697.000698097,3662420.1661778,0.09200601029064573,0.09200601029064573,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Sailendranarayanpur,395811,Rajnagar,Kendrapara,2058705.473456397,2.058705473456397,4703136.739630903,3657454.3941588374,0.11378258522059025,0.11378258522059025,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Gopaljew Patana,395808,Rajnagar,Kendrapara,1223673.9755838523,1.2236739755838522,4704671.535377309,3658593.4583269116,0.06725136181625405,0.06725136181625405,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Rajpatana,395779,Rajnagar,Kendrapara,905265.4590404246,0.9052654590404245,4712805.121205729,3665606.4406372504,0.04950839301223541,0.04950839301223541,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kanak Nagar,395771,Rajnagar,Kendrapara,1177031.4521627326,1.1770314521627325,4705175.248336795,3665335.736801039,0.06465225785073947,0.06465225785073947,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Sailendranarayanpur Purbajungal Block,395810,Rajnagar,Kendrapara,782605.6786212326,0.7826056786212326,4703794.209714848,3657194.57486444,0.04267330995255015,0.04267330995255015,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Talchua,396062,Rajnagar,Kendrapara,610364.7499435061,0.6103647499435061,4709432.870702302,3665235.5635788823,0.033075371249527794,0.033075371249527794,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Sailendranagar,395772,Rajnagar,Kendrapara,1337429.8925262298,1.3374298925262298,4706177.382456674,3665531.6874165353,0.073590286752974,0.073590286752974,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Baghua,395769,Rajnagar,Kendrapara,1129881.4172982727,1.1298814172982727,4703338.483619023,3665077.7357027614,0.062024873361184216,0.062024873361184216,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Rajendranagar,395774,Rajnagar,Kendrapara,1629344.8382759807,1.6293448382759808,4708601.716369348,3665642.906152165,0.08985693009559388,0.08985693009559388,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Rajeswarinagar,395773,Rajnagar,Kendrapara,1130081.8309214404,1.1300818309214404,4707277.709395585,3665707.0043913233,0.062036041192693146,0.062036041192693146,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Tikayat Nagar,395775,Rajnagar,Kendrapara,1313931.4944502288,1.3139314944502287,4710221.024455343,3665633.668488182,0.0722808640386163,0.0722808640386163,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Birabhanjapur,395776,Rajnagar,Kendrapara,771101.4378958091,0.7711014378958091,4711067.229964265,3665682.7462991094,0.04203224863132362,0.04203224863132362,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Chanra Kolha,395792,Rajnagar,Kendrapara,1894020.5040691046,1.8940205040691045,4709267.717843854,3661059.580083984,0.10460569414352333,0.10460569414352333,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Garta,395791,Rajnagar,Kendrapara,1230894.4284698677,1.2308944284698677,4710845.52057074,3661114.8294744245,0.06765371371217134,0.06765371371217134,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Habelichintamanipur,395829,Rajnagar,Kendrapara,216924.321230325,0.216924321230325,4715589.728541702,3656593.834973582,0.011151330621846974,0.011151330621846974,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Baunsagarh,395832,Rajnagar,Kendrapara,2000292.306780066,2.000292306780066,4707903.964971806,3654114.42147581,0.11052757494218043,0.11052757494218043,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Sanagahiramatha,395830,Rajnagar,Kendrapara,345670.09407939797,0.34567009407939797,4714063.21448836,3655453.453643601,0.018325549000515282,0.018325549000515282,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Gopaljewpatna J Block,395809,Rajnagar,Kendrapara,772870.2394388221,0.7728702394388222,4704008.525741376,3658782.335757005,0.04213081317645224,0.04213081317645224,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
